n_features,cluster,method,split,percent_rmse,rmse,mae,r2
160,0,MLP,test,103.21625157765055,211.72712391188807,206.4635009765625,-19.299654006958008
160,0,MLP,train,103.68958728023063,207.14218018670172,201.43157958984375,-17.43222999572754
160,1,NNLS,test,21.372347151746897,26.509789995459315,17.27375615906768,0.9354528105343676
160,1,NNLS,train,23.937397862855967,38.84138660369183,29.57559180042509,0.7376550766996817
160,1,LINEAR,test,24.388289885618708,30.250699121892726,23.88496971130371,0.9159504175186157
160,1,LINEAR,train,20.13413737148268,32.67012638792701,25.887176513671875,0.8143970966339111
160,1,XGB,test,27.073061975371036,33.5808314550271,22.88067626953125,0.8964267373085022
160,1,XGB,train,2.5094885370202658,4.071955314540935,1.271073818206787,0.9971166849136353
160,1,MLP,test,130.9698847133158,162.4521684412061,125.37663269042969,-1.4239060878753662
160,1,MLP,train,110.64049642300968,179.52788019030638,163.07933044433594,-4.604630470275879
170,0,NNLS,test,19.62032495819244,40.24710169298786,38.739291033362946,0.26649202038981823
170,0,NNLS,train,19.59947970590764,39.15416256633878,29.19065589712801,0.34143798481039767
170,0,LINEAR,test,12.039187343067765,24.695941495865014,19.810325622558594,0.7238234281539917
170,0,LINEAR,train,3.4773078473679893,6.946667911190183,5.656145095825195,0.9792702794075012
170,0,XGB,test,18.40753820812958,37.759316614723545,33.35420227050781,0.35436975955963135
170,0,XGB,train,0.014415627062410081,0.028798305565590453,0.020813941955566406,0.9999996423721313
170,0,MLP,test,102.918280435285,211.11589678420714,205.85655212402344,-19.1826171875
170,0,MLP,train,103.38560348483408,206.5349073855313,200.8363800048828,-17.32431411743164
170,1,NNLS,test,18.298346869522696,22.696867561196616,13.981652312249405,0.9526852435308437
170,1,NNLS,train,23.59829643774618,38.291152629806554,29.698621137362004,0.7450352786252712
170,1,LINEAR,test,24.411108244194825,30.2790025126995,23.779695510864258,0.9157930612564087
170,1,LINEAR,train,20.13323007868847,32.66865419323047,25.891704559326172,0.8144137859344482
170,1,XGB,test,26.31214782593324,32.63701025640312,21.34754753112793,0.9021669626235962
170,1,XGB,train,2.5080586106425793,4.069635082259684,1.2628889083862305,0.9971199631690979
170,1,MLP,test,131.0408557486417,162.54019935465195,126.43162536621094,-1.4265339374542236
170,1,MLP,train,110.69631921053764,179.61845956255442,163.45582580566406,-4.610287666320801
180,0,NNLS,test,18.306791037041307,37.55265430669804,35.52397102776433,0.36141766680524046
180,0,NNLS,train,19.874139837726705,39.702855062930624,30.08561947931568,0.32285094763219246
180,0,LINEAR,test,13.981829883880145,28.680877120519582,24.652671813964844,0.6275049448013306
180,0,LINEAR,train,9.405198365222729,18.788900077260543,15.650604248046875,0.8483496308326721
180,0,XGB,test,18.233378222803132,37.40206286611241,32.689598083496094,0.3665289878845215
180,0,XGB,train,0.014756738831319201,0.029479749453569442,0.019666099920868874,0.9999996423721313
180,0,MLP,test,102.42508005216813,210.10419662039118,204.79391479492188,-18.98964500427246
180,0,MLP,train,102.60209511673418,204.96968144703743,199.2206573486328,-17.047624588012695
180,1,NNLS,test,18.929937960856613,23.480279278935654,13.990009858500065,0.9493626139991874
180,1,NNLS,train,23.252110469168557,37.72942310852213,28.521404866600296,0.7524610507262762
180,1,LINEAR,test,24.346319075830422,30.198639451257257,23.655513763427734,0.9162394404411316
180,1,LINEAR,train,20.091469934542182,32.60089319795836,25.80440330505371,0.8151828646659851
180,1,XGB,test,23.534277375536096,29.191400761490854,19.01626205444336,0.9217337369918823
180,1,XGB,train,1.770766201769116,2.8732870223288005,1.8594783544540405,0.9985643625259399
